           Time Step     Kinetic Energy eV     Potential Energy eV       Total Energy eV
                1156           51.0389067          -77.4926046          -26.4536979
                1157           51.0500721          -77.5037700          -26.4536979
                1158           51.0612966          -77.5149946          -26.4536980
                1159           51.0725797          -77.5262777          -26.4536980
                1160           51.0839209          -77.5376189          -26.4536980
                1161           51.0953199          -77.5490181          -26.4536982
                1162           51.1067759          -77.5604742          -26.4536982
                1163           51.1182882          -77.5719864          -26.4536982
                1164           51.1298562          -77.5835545          -26.4536983
                1165           51.1414795          -77.5951778          -26.4536983
                1166           51.1531576          -77.6068559          -26.4536983
                1167           51.1648900          -77.6185883          -26.4536983
                1168           51.1766765          -77.6303748          -26.4536983
                1169           51.1885164          -77.6422148          -26.4536983
                1170           51.2004091          -77.6541075          -26.4536984
                1171           51.2123540          -77.6660524          -26.4536984
                1172           51.2243508          -77.6780492          -26.4536984
                1173           51.2363991          -77.6900975          -26.4536984
                1174           51.2484983          -77.7021967          -26.4536984
                1175           51.2606480          -77.7143464          -26.4536983
                1176           51.2728475          -77.7265458          -26.4536983
                1177           51.2850961          -77.7387944          -26.4536983
                1178           51.2973934          -77.7510918          -26.4536984
                1179           51.3097390          -77.7634373          -26.4536984
                1180           51.3221322          -77.7758306          -26.4536984
                1181           51.3345727          -77.7882711          -26.4536984
                1182           51.3470600          -77.8007584          -26.4536984
                1183           51.3595937          -77.8132921          -26.4536984
                1184           51.3721731          -77.8258716          -26.4536985
                1185           51.3847981          -77.8384968          -26.4536987
                1186           51.3974681          -77.8511668          -26.4536987
                1187           51.4101824          -77.8638811          -26.4536987
                1188           51.4229406          -77.8766394          -26.4536988
                1189           51.4357421          -77.8894410          -26.4536989
                1190           51.4485865          -77.9022853          -26.4536988
                1191           51.4614733          -77.9151721          -26.4536988
                1192           51.4744021          -77.9281010          -26.4536989
                1193           51.4873727          -77.9410716          -26.4536989
                1194           51.5003848          -77.9540837          -26.4536990
                1195           51.5134376          -77.9671365          -26.4536989
                1196           51.5265306          -77.9802296          -26.4536990
                1197           51.5396635          -77.9933624          -26.4536989
                1198           51.5528353          -78.0065342          -26.4536990
                1199           51.5660457          -78.0197448          -26.4536991
                1200           51.5792945          -78.0329937          -26.4536992
                1201           51.5925809          -78.0462802          -26.4536993
                1202           51.6059046          -78.0596038          -26.4536993
                1203           51.6192649          -78.0729642          -26.4536993
                1204           51.6326614          -78.0863608          -26.4536993
                1205           51.6460937          -78.0997931          -26.4536994
                1206           51.6595614          -78.1132608          -26.4536994
                1207           51.6730641          -78.1267635          -26.4536994
                1208           51.6866014          -78.1403008          -26.4536994
                1209           51.7001728          -78.1538722          -26.4536993
                1210           51.7137780          -78.1674774          -26.4536994
                1211           51.7274163          -78.1811157          -26.4536994
                1212           51.7410876          -78.1947871          -26.4536995
                1213           51.7547914          -78.2084910          -26.4536996
                1214           51.7685271          -78.2222267          -26.4536996
                1215           51.7822945          -78.2359941          -26.4536996
                1216           51.7960929          -78.2497925          -26.4536997
                1217           51.8099219          -78.2636217          -26.4536998
                1218           51.8237815          -78.2774813          -26.4536998
                1219           51.8376709          -78.2913707          -26.4536998
                1220           51.8515894          -78.3052893          -26.4536999
                1221           51.8655369          -78.3192368          -26.4536999
                1222           51.8795132          -78.3332131          -26.4536998
                1223           51.8935180          -78.3472179          -26.4536999
                1224           51.9075506          -78.3612507          -26.4537000
                1225           51.9216106          -78.3753106          -26.4537000
                1226           51.9356974          -78.3893975          -26.4537001
                1227           51.9498106          -78.4035107          -26.4537000
                1228           51.9639499          -78.4176501          -26.4537001
                1229           51.9781148          -78.4318150          -26.4537002
                1230           51.9923051          -78.4460053          -26.4537002
                1231           52.0065204          -78.4602206          -26.4537003
                1232           52.0207602          -78.4744605          -26.4537003
                1233           52.0350242          -78.4887244          -26.4537003
                1234           52.0493120          -78.5030124          -26.4537004
                1235           52.0636233          -78.5173236          -26.4537003
                1236           52.0779575          -78.5316578          -26.4537002
                1237           52.0923144          -78.5460147          -26.4537003
                1238           52.1066934          -78.5603936          -26.4537003
                1239           52.1210941          -78.5747944          -26.4537003
                1240           52.1355164          -78.5892166          -26.4537002
                1241           52.1499599          -78.6036602          -26.4537003
                1242           52.1644241          -78.6181244          -26.4537003
                1243           52.1789085          -78.6326088          -26.4537003
                1244           52.1934129          -78.6471132          -26.4537003
                1245           52.2079368          -78.6616372          -26.4537003
                1246           52.2224799          -78.6761803          -26.4537004
                1247           52.2370416          -78.6907421          -26.4537005
                1248           52.2516217          -78.7053221          -26.4537004
                1249           52.2662198          -78.7199202          -26.4537004
                1250           52.2808357          -78.7345361          -26.4537004
                1251           52.2954687          -78.7491692          -26.4537004
                1252           52.3101189          -78.7638195          -26.4537006
                1253           52.3247860          -78.7784867          -26.4537006
                1254           52.3394696          -78.7931702          -26.4537006
                1255           52.3541690          -78.8078696          -26.4537007
                1256           52.3688839          -78.8225846          -26.4537006
                1257           52.3836142          -78.8373148          -26.4537006
                1258           52.3983594          -78.8520599          -26.4537005
                1259           52.4131190          -78.8668196          -26.4537006
                1260           52.4278928          -78.8815934          -26.4537006
                1261           52.4426804          -78.8963811          -26.4537007
                1262           52.4574815          -78.9111822          -26.4537007
                1263           52.4722958          -78.9259967          -26.4537008
                1264           52.4871232          -78.9408240          -26.4537008
                1265           52.5019632          -78.9556641          -26.4537009
                1266           52.5168153          -78.9705162          -26.4537009
                1267           52.5316796          -78.9853804          -26.4537008
                1268           52.5465557          -79.0002565          -26.4537008
                1269           52.5614432          -79.0151441          -26.4537009
                1270           52.5763420          -79.0300430          -26.4537009
                1271           52.5912516          -79.0449526          -26.4537010
                1272           52.6061716          -79.0598726          -26.4537010
                1273           52.6211018          -79.0748027          -26.4537009
                1274           52.6360418          -79.0897427          -26.4537009
                1275           52.6509913          -79.1046922          -26.4537009
                1276           52.6659499          -79.1196509          -26.4537010
                1277           52.6809173          -79.1346184          -26.4537011
                1278           52.6958934          -79.1495944          -26.4537010
                1279           52.7108777          -79.1645788          -26.4537010
                1280           52.7258699          -79.1795710          -26.4537011
                1281           52.7408699          -79.1945710          -26.4537011
                1282           52.7558774          -79.2095784          -26.4537011
                1283           52.7708919          -79.2245930          -26.4537011
                1284           52.7859131          -79.2396142          -26.4537011
                1285           52.8009406          -79.2546417          -26.4537011
                1286           52.8159743          -79.2696754          -26.4537011
                1287           52.8310139          -79.2847149          -26.4537011
                1288           52.8460592          -79.2997603          -26.4537011
                1289           52.8611102          -79.3148113          -26.4537011
                1290           52.8761663          -79.3298675          -26.4537012
                1291           52.8912273          -79.3449285          -26.4537012
                1292           52.9062929          -79.3599941          -26.4537012
                1293           52.9213630          -79.3750643          -26.4537013
                1294           52.9364373          -79.3901385          -26.4537013
                1295           52.9515153          -79.4052166          -26.4537013
                1296           52.9665969          -79.4202982          -26.4537014
                1297           52.9816818          -79.4353832          -26.4537014
                1298           52.9967697          -79.4504711          -26.4537014
                1299           53.0118603          -79.4655617          -26.4537014
                1300           53.0269534          -79.4806548          -26.4537014
                1301           53.0420489          -79.4957504          -26.4537014
                1302           53.0571466          -79.5108482          -26.4537016
                1303           53.0722462          -79.5259479          -26.4537016
                1304           53.0873476          -79.5410492          -26.4537016
                1305           53.1024507          -79.5561524          -26.4537018
                1306           53.1175549          -79.5712567          -26.4537018
                1307           53.1326601          -79.5863618          -26.4537017
                1308           53.1477657          -79.6014675          -26.4537017
                1309           53.1628718          -79.6165735          -26.4537018
                1310           53.1779782          -79.6316799          -26.4537018
                1311           53.1930848          -79.6467866          -26.4537018
                1312           53.2081913          -79.6618931          -26.4537018
                1313           53.2232974          -79.6769993          -26.4537020
                1314           53.2384029          -79.6921050          -26.4537021
                1315           53.2535076          -79.7072096          -26.4537020
                1316           53.2686112          -79.7223132          -26.4537020
                1317           53.2837135          -79.7374154          -26.4537020
                1318           53.2988144          -79.7525163          -26.4537018
                1319           53.3139137          -79.7676155          -26.4537018
                1320           53.3290107          -79.7827125          -26.4537018
                1321           53.3441055          -79.7978073          -26.4537017
                1322           53.3591981          -79.8128999          -26.4537018
                1323           53.3742881          -79.8279898          -26.4537017
                1324           53.3893751          -79.8430769          -26.4537017
                1325           53.4044593          -79.8581609          -26.4537016
                1326           53.4195405          -79.8732421          -26.4537016
                1327           53.4346184          -79.8883200          -26.4537016
                1328           53.4496925          -79.9033941          -26.4537016
                1329           53.4647626          -79.9184641          -26.4537015
                1330           53.4798289          -79.9335304          -26.4537015
                1331           53.4948914          -79.9485928          -26.4537014
                1332           53.5099497          -79.9636511          -26.4537015
                1333           53.5250036          -79.9787051          -26.4537015
                1334           53.5400529          -79.9937544          -26.4537015
                1335           53.5550973          -80.0087989          -26.4537016
                1336           53.5701367          -80.0238383          -26.4537016
                1337           53.5851710          -80.0388726          -26.4537017
                1338           53.6001998          -80.0539015          -26.4537017
                1339           53.6152229          -80.0689247          -26.4537018
                1340           53.6302402          -80.0839421          -26.4537019
                1341           53.6452515          -80.0989534          -26.4537018
                1342           53.6602567          -80.1139585          -26.4537018
                1343           53.6752557          -80.1289575          -26.4537018
                1344           53.6902483          -80.1439502          -26.4537018
                1345           53.7052346          -80.1589363          -26.4537018
                1346           53.7202141          -80.1739159          -26.4537018
                1347           53.7351867          -80.1888885          -26.4537018
                1348           53.7501523          -80.2038540          -26.4537018
                1349           53.7651105          -80.2188123          -26.4537018
                1350           53.7800614          -80.2337633          -26.4537018
                1351           53.7950051          -80.2487070          -26.4537019
                1352           53.8099411          -80.2636430          -26.4537019
                1353           53.8248693          -80.2785712          -26.4537019
                1354           53.8397895          -80.2934914          -26.4537019
                1355           53.8547015          -80.3084035          -26.4537019
                1356           53.8696053          -80.3233073          -26.4537020
                1357           53.8845009          -80.3382028          -26.4537019
                1358           53.8993883          -80.3530902          -26.4537019
                1359           53.9142670          -80.3679689          -26.4537019
                1360           53.9291369          -80.3828390          -26.4537020
                1361           53.9439980          -80.3977001          -26.4537021
                1362           53.9588503          -80.4125523          -26.4537020
                1363           53.9736939          -80.4273957          -26.4537019
                1364           53.9885282          -80.4422301          -26.4537018
                1365           54.0033531          -80.4570550          -26.4537018
                1366           54.0181685          -80.4718703          -26.4537018
                1367           54.0329742          -80.4866760          -26.4537018
                1368           54.0477701          -80.5014718          -26.4537018
                1369           54.0625561          -80.5162580          -26.4537019
                1370           54.0773322          -80.5310340          -26.4537018
                1371           54.0920981          -80.5458000          -26.4537019
                1372           54.1068538          -80.5605557          -26.4537019
                1373           54.1215993          -80.5753012          -26.4537019
                1374           54.1363344          -80.5900362          -26.4537018
                1375           54.1510585          -80.6047604          -26.4537018
                1376           54.1657718          -80.6194737          -26.4537019
                1377           54.1804741          -80.6341760          -26.4537019
                1378           54.1951653          -80.6488673          -26.4537021
                1379           54.2098455          -80.6635476          -26.4537021
                1380           54.2245145          -80.6782167          -26.4537022
                1381           54.2391721          -80.6928743          -26.4537022
                1382           54.2538181          -80.7075203          -26.4537022
                1383           54.2684527          -80.7221551          -26.4537023
                1384           54.2830760          -80.7367784          -26.4537024
                1385           54.2976875          -80.7513899          -26.4537024
                1386           54.3122872          -80.7659897          -26.4537024
                1387           54.3268748          -80.7805772          -26.4537025
                1388           54.3414501          -80.7951525          -26.4537024
                1389           54.3560132          -80.8097156          -26.4537024
                1390           54.3705637          -80.8242661          -26.4537024
                1391           54.3851018          -80.8388043          -26.4537024
                1392           54.3996278          -80.8533303          -26.4537024
                1393           54.4141413          -80.8678437          -26.4537024
                1394           54.4286422          -80.8823444          -26.4537022
                1395           54.4431303          -80.8968325          -26.4537022
                1396           54.4576054          -80.9113077          -26.4537022
                1397           54.4720674          -80.9257696          -26.4537022
                1398           54.4865162          -80.9402184          -26.4537023
                1399           54.5009518          -80.9546542          -26.4537024
                1400           54.5153744          -80.9690768          -26.4537024
                1401           54.5297838          -80.9834862          -26.4537024
                1402           54.5441797          -80.9978821          -26.4537024
                1403           54.5585622          -81.0122646          -26.4537024
                1404           54.5729310          -81.0266334          -26.4537024
                1405           54.5872862          -81.0409886          -26.4537024
                1406           54.6016277          -81.0553302          -26.4537025
                1407           54.6159554          -81.0696580          -26.4537025
                1408           54.6302693          -81.0839720          -26.4537027
                1409           54.6445692          -81.0982719          -26.4537027
                1410           54.6588552          -81.1125578          -26.4537027
                1411           54.6731271          -81.1268299          -26.4537028
                1412           54.6873850          -81.1410878          -26.4537028
                1413           54.7016284          -81.1553312          -26.4537028
                1414           54.7158576          -81.1695604          -26.4537028
                1415           54.7300725          -81.1837753          -26.4537027
                1416           54.7442731          -81.1979757          -26.4537027
                1417           54.7584593          -81.2121620          -26.4537027
                1418           54.7726309          -81.2263336          -26.4537027
                1419           54.7867879          -81.2404906          -26.4537027
                1420           54.8009303          -81.2546330          -26.4537027
                1421           54.8150578          -81.2687606          -26.4537027
                1422           54.8291706          -81.2828732          -26.4537027
                1423           54.8432686          -81.2969712          -26.4537026
                1424           54.8573515          -81.3110542          -26.4537026
                1425           54.8714192          -81.3251219          -26.4537027
                1426           54.8854717          -81.3391743          -26.4537027
                1427           54.8995088          -81.3532114          -26.4537027
                1428           54.9135305          -81.3672331          -26.4537026
                1429           54.9275367          -81.3812393          -26.4537026
                1430           54.9415274          -81.3952300          -26.4537025
                1431           54.9555026          -81.4092052          -26.4537026
                1432           54.9694621          -81.4231646          -26.4537025
                1433           54.9834059          -81.4371083          -26.4537024
                1434           54.9973343          -81.4510367          -26.4537024
                1435           55.0112471          -81.4649496          -26.4537025
                1436           55.0251442          -81.4788467          -26.4537025
                1437           55.0390255          -81.4927279          -26.4537024
                1438           55.0528908          -81.5065933          -26.4537025
                1439           55.0667400          -81.5204425          -26.4537025
                1440           55.0805732          -81.5342758          -26.4537026
                1441           55.0943905          -81.5480930          -26.4537025
                1442           55.1081919          -81.5618944          -26.4537025
                1443           55.1219773          -81.5756799          -26.4537025
                1444           55.1357465          -81.5894491          -26.4537026
                1445           55.1494993          -81.6032018          -26.4537026
                1446           55.1632357          -81.6169383          -26.4537026
                1447           55.1769560          -81.6306586          -26.4537027
                1448           55.1906598          -81.6443624          -26.4537026
                1449           55.2043470          -81.6580495          -26.4537025
                1450           55.2180176          -81.6717200          -26.4537024
                1451           55.2316716          -81.6853742          -26.4537025
                1452           55.2453089          -81.6990115          -26.4537026
                1453           55.2589292          -81.7126318          -26.4537026
                1454           55.2725326          -81.7262352          -26.4537026
                1455           55.2861191          -81.7398217          -26.4537025
                1456           55.2996888          -81.7533915          -26.4537027
                1457           55.3132414          -81.7669441          -26.4537027
                1458           55.3267768          -81.7804795          -26.4537027
                1459           55.3402948          -81.7939975          -26.4537027
                1460           55.3537955          -81.8074982          -26.4537027
                1461           55.3672789          -81.8209816          -26.4537028
                1462           55.3807448          -81.8344476          -26.4537028
                1463           55.3941932          -81.8478959          -26.4537028
                1464           55.4076238          -81.8613265          -26.4537027
                1465           55.4210367          -81.8747394          -26.4537027
                1466           55.4344319          -81.8881346          -26.4537028
                1467           55.4478094          -81.9015121          -26.4537028
                1468           55.4611689          -81.9148717          -26.4537028
                1469           55.4745105          -81.9282132          -26.4537028
                1470           55.4878342          -81.9415370          -26.4537028
                1471           55.5011401          -81.9548428          -26.4537028
                1472           55.5144281          -81.9681309          -26.4537027
                1473           55.5276983          -81.9814009          -26.4537026
                1474           55.5409509          -81.9946535          -26.4537026
                1475           55.5541857          -82.0078883          -26.4537026
                1476           55.5674023          -82.0211049          -26.4537026
                1477           55.5806005          -82.0343031          -26.4537026
                1478           55.5937802          -82.0474827          -26.4537026
                1479           55.6069415          -82.0606441          -26.4537027
                1480           55.6200845          -82.0737871          -26.4537027
                1481           55.6332090          -82.0869116          -26.4537026
                1482           55.6463153          -82.1000178          -26.4537025
                1483           55.6594031          -82.1131057          -26.4537026
                1484           55.6724720          -82.1261746          -26.4537026
                1485           55.6855220          -82.1392245          -26.4537025
                1486           55.6985532          -82.1522558          -26.4537026
                1487           55.7115655          -82.1652681          -26.4537026
                1488           55.7245590          -82.1782616          -26.4537026
                1489           55.7375337          -82.1912362          -26.4537025
                1490           55.7504894          -82.2041919          -26.4537025
                1491           55.7634259          -82.2171284          -26.4537025
                1492           55.7763434          -82.2300460          -26.4537026
                1493           55.7892418          -82.2429445          -26.4537026
                1494           55.8021211          -82.2558237          -26.4537026
                1495           55.8149809          -82.2686836          -26.4537026
                1496           55.8278213          -82.2815240          -26.4537027
                1497           55.8406423          -82.2943450          -26.4537027
                1498           55.8534441          -82.3071468          -26.4537027
                1499           55.8662266          -82.3199293          -26.4537027
                1500           55.8789892          -82.3326920          -26.4537028
                1501           55.8917323          -82.3454350          -26.4537027
                1502           55.9044559          -82.3581586          -26.4537027
                1503           55.9171596          -82.3708624          -26.4537028
                1504           55.9298433          -82.3835461          -26.4537028
                1505           55.9425070          -82.3962098          -26.4537028
                1506           55.9551504          -82.4088532          -26.4537028
                1507           55.9677735          -82.4214763          -26.4537028
                1508           55.9803763          -82.4340791          -26.4537028
                1509           55.9929591          -82.4466619          -26.4537028
                1510           56.0055217          -82.4592245          -26.4537028
                1511           56.0180641          -82.4717669          -26.4537028
                1512           56.0305862          -82.4842890          -26.4537028
                1513           56.0430880          -82.4967908          -26.4537028
                1514           56.0555696          -82.5092724          -26.4537028
                1515           56.0680306          -82.5217334          -26.4537028
                1516           56.0804709          -82.5341738          -26.4537028
                1517           56.0928909          -82.5465937          -26.4537028
                1518           56.1052904          -82.5589931          -26.4537027
                1519           56.1176693          -82.5713719          -26.4537026
                1520           56.1300272          -82.5837298          -26.4537026
                1521           56.1423642          -82.5960667          -26.4537025
                1522           56.1546803          -82.6083829          -26.4537026
                1523           56.1669757          -82.6206784          -26.4537027
                1524           56.1792503          -82.6329529          -26.4537026
                1525           56.1915040          -82.6452067          -26.4537026
                1526           56.2037367          -82.6574394          -26.4537027
                1527           56.2159483          -82.6696510          -26.4537028
                1528           56.2281386          -82.6818413          -26.4537027
                1529           56.2403075          -82.6940102          -26.4537026
                1530           56.2524552          -82.7061578          -26.4537026
                1531           56.2645811          -82.7182837          -26.4537026
                1532           56.2766853          -82.7303879          -26.4537026
                1533           56.2887679          -82.7424705          -26.4537025
                1534           56.3008288          -82.7545313          -26.4537026
                1535           56.3128677          -82.7665702          -26.4537025
                1536           56.3248846          -82.7785871          -26.4537025
                1537           56.3368796          -82.7905821          -26.4537025
                1538           56.3488524          -82.8025548          -26.4537024
                1539           56.3608034          -82.8145058          -26.4537023
                1540           56.3727327          -82.8264351          -26.4537024
                1541           56.3846400          -82.8383425          -26.4537024
                1542           56.3965252          -82.8502277          -26.4537025
                1543           56.4083883          -82.8620907          -26.4537024
                1544           56.4202290          -82.8739315          -26.4537024
                1545           56.4320474          -82.8857499          -26.4537024
                1546           56.4438436          -82.8975459          -26.4537024
                1547           56.4556170          -82.9093194          -26.4537024
                1548           56.4673678          -82.9210701          -26.4537024
                1549           56.4790959          -82.9327983          -26.4537025
                1550           56.4908011          -82.9445036          -26.4537025
                1551           56.5024837          -82.9561863          -26.4537026
                1552           56.5141436          -82.9678461          -26.4537025
                1553           56.5257806          -82.9794832          -26.4537026
                1554           56.5373947          -82.9910973          -26.4537026
                1555           56.5489856          -83.0026882          -26.4537026
                1556           56.5605531          -83.0142557          -26.4537026
                1557           56.5720974          -83.0258000          -26.4537026
                1558           56.5836186          -83.0373211          -26.4537025
                1559           56.5951166          -83.0488191          -26.4537025
                1560           56.6065914          -83.0602940          -26.4537026
                1561           56.6180429          -83.0717456          -26.4537027
                1562           56.6294710          -83.0831738          -26.4537028
                1563           56.6408759          -83.0945788          -26.4537029
                1564           56.6522573          -83.1059603          -26.4537030
                1565           56.6636150          -83.1173180          -26.4537030
                1566           56.6749487          -83.1286517          -26.4537030
                1567           56.6862586          -83.1399615          -26.4537029
                1568           56.6975446          -83.1512477          -26.4537030
                1569           56.7088065          -83.1625096          -26.4537030
                1570           56.7200442          -83.1737473          -26.4537031
                1571           56.7312580          -83.1849611          -26.4537031
                1572           56.7424477          -83.1961509          -26.4537031
                1573           56.7536132          -83.2073163          -26.4537031
                1574           56.7647542          -83.2184573          -26.4537032
                1575           56.7758707          -83.2295739          -26.4537032
                1576           56.7869626          -83.2406658          -26.4537033
                1577           56.7980300          -83.2517332          -26.4537032
                1578           56.8090726          -83.2627759          -26.4537033
                1579           56.8200904          -83.2737936          -26.4537033
                1580           56.8310831          -83.2847863          -26.4537032
                1581           56.8420510          -83.2957543          -26.4537033
                1582           56.8529942          -83.3066975          -26.4537032
                1583           56.8639129          -83.3176161          -26.4537032
                1584           56.8748067          -83.3285099          -26.4537032
                1585           56.8856755          -83.3393786          -26.4537031
                1586           56.8965193          -83.3502224          -26.4537031
                1587           56.9073380          -83.3610412          -26.4537032
                1588           56.9181316          -83.3718348          -26.4537031
                1589           56.9289001          -83.3826032          -26.4537032
                1590           56.9396432          -83.3933463          -26.4537032
                1591           56.9503611          -83.4040642          -26.4537031
                1592           56.9610537          -83.4147569          -26.4537032
                1593           56.9717210          -83.4254241          -26.4537031
                1594           56.9823626          -83.4360658          -26.4537032
                1595           56.9929787          -83.4466819          -26.4537032
                1596           57.0035694          -83.4572726          -26.4537031
                1597           57.0141346          -83.4678377          -26.4537031
                1598           57.0246742          -83.4783774          -26.4537031
                1599           57.0351881          -83.4888911          -26.4537030
                1600           57.0456759          -83.4993790          -26.4537030
                1601           57.0561379          -83.5098409          -26.4537030
                1602           57.0665740          -83.5202769          -26.4537030
                1603           57.0769840          -83.5306870          -26.4537030
                1604           57.0873680          -83.5410710          -26.4537030
                1605           57.0977257          -83.5514287          -26.4537030
                1606           57.1080570          -83.5617601          -26.4537031
                1607           57.1183621          -83.5720653          -26.4537031
                1608           57.1286408          -83.5823440          -26.4537032
                1609           57.1388930          -83.5925963          -26.4537033
                1610           57.1491188          -83.6028221          -26.4537033
                1611           57.1593183          -83.6130216          -26.4537033
                1612           57.1694914          -83.6231947          -26.4537033
                1613           57.1796377          -83.6333411          -26.4537034
                1614           57.1897574          -83.6434608          -26.4537034
                1615           57.1998504          -83.6535538          -26.4537034
                1616           57.2099166          -83.6636201          -26.4537035
                1617           57.2199560          -83.6736595          -26.4537035
                1618           57.2299685          -83.6836720          -26.4537035
                1619           57.2399541          -83.6936576          -26.4537035
                1620           57.2499125          -83.7036160          -26.4537035
                1621           57.2598437          -83.7135472          -26.4537035
                1622           57.2697477          -83.7234513          -26.4537036
                1623           57.2796245          -83.7333280          -26.4537036
                1624           57.2894740          -83.7431777          -26.4537036
                1625           57.2992964          -83.7529999          -26.4537036
                1626           57.3090915          -83.7627950          -26.4537035
                1627           57.3188593          -83.7725628          -26.4537035
                1628           57.3285996          -83.7823032          -26.4537036
                1629           57.3383125          -83.7920161          -26.4537036
                1630           57.3479978          -83.8017015          -26.4537037
                1631           57.3576556          -83.8113594          -26.4537038
                1632           57.3672858          -83.8209896          -26.4537039
                1633           57.3768882          -83.8305921          -26.4537039
                1634           57.3864630          -83.8401669          -26.4537039
                1635           57.3960104          -83.8497142          -26.4537038
                1636           57.4055302          -83.8592339          -26.4537037
                1637           57.4150222          -83.8687260          -26.4537037
                1638           57.4244862          -83.8781899          -26.4537037
                1639           57.4339224          -83.8876260          -26.4537036
                1640           57.4433308          -83.8970344          -26.4537037
                1641           57.4527111          -83.9064147          -26.4537036
                1642           57.4620637          -83.9157676          -26.4537039
                1643           57.4713888          -83.9250925          -26.4537037
                1644           57.4806858          -83.9343895          -26.4537037
                1645           57.4899547          -83.9436583          -26.4537036
                1646           57.4991953          -83.9528989          -26.4537036
                1647           57.5084075          -83.9621112          -26.4537037
                1648           57.5175916          -83.9712953          -26.4537037
                1649           57.5267476          -83.9804514          -26.4537038
                1650           57.5358755          -83.9895792          -26.4537038
                1651           57.5449749          -83.9986787          -26.4537038
                1652           57.5540462          -84.0077499          -26.4537038
                1653           57.5630891          -84.0167929          -26.4537038
                1654           57.5721036          -84.0258074          -26.4537038
                1655           57.5810896          -84.0347933          -26.4537037
                1656           57.5900472          -84.0437510          -26.4537037
                1657           57.5989763          -84.0526801          -26.4537037
                1658           57.6078769          -84.0615807          -26.4537038
                1659           57.6167489          -84.0704527          -26.4537038
                1660           57.6255924          -84.0792962          -26.4537038
                1661           57.6344073          -84.0881111          -26.4537038
                1662           57.6431935          -84.0968973          -26.4537038
                1663           57.6519513          -84.1056552          -26.4537039
                1664           57.6606806          -84.1143843          -26.4537037
                1665           57.6693810          -84.1230847          -26.4537037
                1666           57.6780527          -84.1317564          -26.4537037
                1667           57.6866957          -84.1403993          -26.4537036
                1668           57.6953102          -84.1490138          -26.4537036
                1669           57.7038960          -84.1575996          -26.4537036
                1670           57.7124529          -84.1661564          -26.4537035
                1671           57.7209810          -84.1746846          -26.4537036
                1672           57.7294800          -84.1831836          -26.4537036
                1673           57.7379501          -84.1916538          -26.4537037
                1674           57.7463916          -84.2000953          -26.4537037
                1675           57.7548043          -84.2085082          -26.4537038
                1676           57.7631884          -84.2168922          -26.4537038
                1677           57.7715437          -84.2252476          -26.4537039
                1678           57.7798700          -84.2335738          -26.4537039
                1679           57.7881671          -84.2418710          -26.4537039
                1680           57.7964352          -84.2501391          -26.4537039
                1681           57.8046741          -84.2583780          -26.4537039
                1682           57.8128838          -84.2665877          -26.4537039
                1683           57.8210646          -84.2747685          -26.4537039
                1684           57.8292166          -84.2829205          -26.4537038
                1685           57.8373397          -84.2910436          -26.4537039
                1686           57.8454338          -84.2991376          -26.4537038
                1687           57.8534988          -84.3072026          -26.4537038
                1688           57.8615346          -84.3152384          -26.4537038
                1689           57.8695412          -84.3232450          -26.4537038
                1690           57.8775187          -84.3312225          -26.4537038
                1691           57.8854674          -84.3391712          -26.4537038
                1692           57.8933872          -84.3470910          -26.4537038
                1693           57.9012781          -84.3549819          -26.4537038
                1694           57.9091398          -84.3628436          -26.4537038
                1695           57.9169724          -84.3706762          -26.4537038
                1696           57.9247760          -84.3784798          -26.4537038
                1697           57.9325510          -84.3862547          -26.4537037
                1698           57.9402971          -84.3940010          -26.4537038
                1699           57.9480142          -84.4017181          -26.4537038
                1700           57.9557024          -84.4094062          -26.4537038
                1701           57.9633615          -84.4170654          -26.4537039
                1702           57.9709916          -84.4246955          -26.4537039
                1703           57.9785926          -84.4322965          -26.4537039
                1704           57.9861645          -84.4398685          -26.4537040
                1705           57.9937074          -84.4474114          -26.4537040
                1706           58.0012213          -84.4549253          -26.4537040
                1707           58.0087063          -84.4624103          -26.4537039
                1708           58.0161624          -84.4698663          -26.4537039
                1709           58.0235894          -84.4772933          -26.4537039
                1710           58.0309875          -84.4846915          -26.4537039
                1711           58.0383567          -84.4920606          -26.4537039
                1712           58.0456967          -84.4994006          -26.4537039
                1713           58.0530077          -84.5067117          -26.4537040
                1714           58.0602899          -84.5139939          -26.4537041
                1715           58.0675431          -84.5212472          -26.4537041
                1716           58.0747674          -84.5284715          -26.4537041
                1717           58.0819627          -84.5356668          -26.4537042
                1718           58.0891291          -84.5428332          -26.4537041
                1719           58.0962670          -84.5499711          -26.4537041
                1720           58.1033760          -84.5570801          -26.4537041
                1721           58.1104562          -84.5641603          -26.4537041
                1722           58.1175076          -84.5712116          -26.4537041
                1723           58.1245304          -84.5782343          -26.4537039
                1724           58.1315246          -84.5852285          -26.4537039
                1725           58.1384899          -84.5921937          -26.4537038
                1726           58.1454263          -84.5991302          -26.4537038
                1727           58.1523340          -84.6060378          -26.4537038
                1728           58.1592132          -84.6129169          -26.4537037
                1729           58.1660636          -84.6197673          -26.4537037
                1730           58.1728855          -84.6265893          -26.4537038
                1731           58.1796789          -84.6333828          -26.4537039
                1732           58.1864439          -84.6401478          -26.4537040
                1733           58.1931804          -84.6468844          -26.4537040
                1734           58.1998883          -84.6535923          -26.4537040
                1735           58.2065677          -84.6602718          -26.4537041
                1736           58.2132187          -84.6669228          -26.4537041
